Country,ConvertedCompYearly,RemoteWork,YearsCodePro,Employment,LanguageHaveWorkedWith,AISelect,SalaryCategory,ExperienceLevel
Chile,18197.0,Remote,4,"Employed, full-time",JavaScript;Ruby;TypeScript,Yes,Low,Semi Senior
Brazil,26854.0,Remote,1,"Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;TypeScript,Yes,Medium,Junior
Uruguay,16784.0,Remote,8,"Employed, full-time;Independent contractor, freelancer, or self-employed",Apex;JavaScript;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Yes,Low,Senior
Argentina,96000.0,Remote,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",JavaScript;PowerShell;Python;SQL;TypeScript,Yes,High,Semi Senior
Brazil,22378.0,In-person,2,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,Medium,Junior
Brazil,37297.0,Remote,4,"Employed, full-time;Student, part-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Python;Ruby;Rust;SQL;TypeScript,Yes,Medium,Semi Senior
Brazil,40000.0,Remote,7,"Employed, full-time",Delphi;SQL,"No, but I plan to soon",Medium,Senior
Argentina,30595.0,"Hybrid (some remote, some in-person)",20,"Employed, full-time;Independent contractor, freelancer, or self-employed",Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Scala;SQL;TypeScript,"No, but I plan to soon",Medium,Senior
Brazil,50352.0,Remote,29,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Yes,Medium,Senior
Brazil,4476.0,In-person,Less than 1 year,"Employed, full-time;Student, part-time",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;SQL;TypeScript,Yes,Low,Unknown
Brazil,13427.0,"Hybrid (some remote, some in-person)",10,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;Lua;MATLAB;PHP;PowerShell;Python;R;SQL;TypeScript;Visual Basic (.Net),Yes,Low,Senior
Brazil,10294.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",Bash/Shell (all shells);C;C#;F#;HTML/CSS;JavaScript;PowerShell;Rust;SQL,"No, but I plan to soon",Low,Semi Senior
Brazil,13074.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time",C#;JavaScript;SQL,"No, and I don't plan to",Low,Semi Senior
Brazil,18649.0,Remote,6,"Employed, full-time",Bash/Shell (all shells);Go;Python,"No, and I don't plan to",Low,Semi Senior
Peru,23765.0,Remote,5,"Employed, full-time",Apex;Assembly;Bash/Shell (all shells);C#;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;SQL;TypeScript;VBA,Yes,Medium,Semi Senior
Mexico,21564.0,In-person,10,"Employed, full-time",Clojure;HTML/CSS;JavaScript;PHP;SQL,"No, and I don't plan to",Medium,Senior
Brazil,11189.0,Remote,30,"Employed, full-time",C;C++;Cobol;Delphi;HTML/CSS;Java;JavaScript;SQL,"No, but I plan to soon",Low,Senior
Argentina,35000.0,Remote,17,"Employed, full-time;Student, part-time",Bash/Shell (all shells);Python;SQL,Yes,Medium,Senior
Brazil,31703.0,"Hybrid (some remote, some in-person)",6,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",C;C#;C++;Java;JavaScript;Python;SQL;VBA;Visual Basic (.Net),"No, but I plan to soon",Medium,Semi Senior
Argentina,4434.0,In-person,5,"Not employed, but looking for work;Employed, part-time",HTML/CSS;JavaScript;PHP;Prolog;SQL,"No, and I don't plan to",Low,Semi Senior
Brazil,25735.0,Remote,5,"Employed, full-time",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Kotlin;PowerShell;Python;Rust;SQL;TypeScript,Yes,Medium,Semi Senior
Brazil,4476.0,"Hybrid (some remote, some in-person)",3,"Student, part-time;Employed, part-time",C;C#;C++;HTML/CSS;JavaScript;Python;R;SQL,Yes,Low,Semi Senior
Colombia,145000.0,Remote,9,"Employed, full-time",Go;JavaScript;TypeScript,Yes,High,Senior
Argentina,48000.0,Remote,7,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python,Yes,Medium,Senior
Brazil,54081.0,"Hybrid (some remote, some in-person)",7,"Employed, full-time",Bash/Shell (all shells);C#;Java;JavaScript,"No, and I don't plan to",Medium,Senior
Brazil,29838.0,Remote,7,"Employed, full-time",Kotlin;Python;Rust;SQL,"No, and I don't plan to",Medium,Senior
Brazil,20514.0,In-person,6,"Employed, full-time",Elixir;JavaScript;PHP;Python;SQL;TypeScript,Yes,Medium,Semi Senior
Brazil,35433.0,"Hybrid (some remote, some in-person)",28,"Employed, full-time",Lua;SQL,"No, but I plan to soon",Medium,Senior
Brazil,51202.0,Remote,7,"Employed, full-time",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Yes,Medium,Senior
Brazil,22378.0,"Hybrid (some remote, some in-person)",11,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Yes,Medium,Senior
Chile,27079.0,Remote,9,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Go;Java;TypeScript,"No, and I don't plan to",Medium,Senior
Mexico,32345.0,Remote,6,"Employed, full-time",HTML/CSS;JavaScript;SQL;TypeScript,Yes,Medium,Semi Senior
Brazil,26108.0,Remote,5,"Employed, full-time",Java;SQL,Yes,Medium,Semi Senior
Brazil,13427.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time;Student, part-time",C#;HTML/CSS;JavaScript;MATLAB;SQL;Visual Basic (.Net),Yes,Low,Semi Senior
Argentina,5155.0,Remote,9,"Independent contractor, freelancer, or self-employed;Employed, part-time",HTML/CSS;JavaScript;PHP;SQL,Yes,Low,Senior
Brazil,18649.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time;Student, part-time",Dart;Java;Kotlin,Yes,Low,Semi Senior
Mexico,30023.0,Remote,6,"Employed, full-time",C#;HTML/CSS;Java;JavaScript;PHP;SQL;Visual Basic (.Net),"No, and I don't plan to",Medium,Semi Senior
Brazil,24616.0,In-person,3,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,"No, but I plan to soon",Medium,Semi Senior
Mexico,7763.0,"Hybrid (some remote, some in-person)",2,"Employed, full-time",Bash/Shell (all shells);Java;JavaScript;Python;SQL;TypeScript,Yes,Low,Junior
Brazil,51470.0,Remote,26,"Employed, full-time",Delphi,Yes,Medium,Senior
Brazil,46622.0,Remote,14,"Employed, full-time",Apex;Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Kotlin;Perl;PHP;Python;SQL;Swift,"No, but I plan to soon",Medium,Senior
Mexico,130000.0,Remote,6,"Student, full-time;Independent contractor, freelancer, or self-employed;Not employed, and not looking for work",HTML/CSS;JavaScript;PHP,Yes,High,Semi Senior
Brazil,7832.0,Remote,2,"Employed, full-time;Student, part-time",C#;HTML/CSS;JavaScript;Python;SQL,Yes,Low,Junior
Brazil,37297.0,Remote,17,"Employed, full-time",Bash/Shell (all shells);C#;Java;JavaScript;Python;SQL;TypeScript,Yes,Medium,Senior
Brazil,10257.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Yes,Low,Semi Senior
Brazil,17903.0,Remote,3,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;Rust;SQL,Yes,Low,Semi Senior
Colombia,20187.0,Remote,,"Employed, full-time;Independent contractor, freelancer, or self-employed",JavaScript;PHP;SQL;TypeScript,Yes,Medium,Senior
Mexico,30135.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",C#;HTML/CSS;Java;JavaScript;TypeScript,Yes,Medium,Semi Senior
Brazil,28644.0,Remote,5,"Employed, full-time",Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;TypeScript,Yes,Medium,Semi Senior
Uruguay,70679.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript;Zig,Yes,High,Semi Senior
Colombia,16402.0,Remote,5,"Employed, full-time",HTML/CSS;JavaScript;TypeScript,Yes,Low,Semi Senior
Brazil,16111.0,Remote,3,"Employed, full-time",Assembly;Bash/Shell (all shells);C;C++;GDScript;Go;HTML/CSS;JavaScript;Lua;Python;Rust;TypeScript;Zig,Yes,Low,Semi Senior
Brazil,17903.0,Remote,10,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C;C#;C++;JavaScript;Kotlin;MicroPython;PowerShell;Prolog;Python;TypeScript,Yes,Low,Senior
Brazil,12122.0,In-person,6,"Employed, full-time",C#;HTML/CSS;JavaScript;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,70865.0,Remote,14,"Employed, full-time",Swift,Yes,High,Senior
Brazil,4662.0,In-person,2,"Employed, full-time",C#;Delphi;JavaScript;SQL;TypeScript,"No, but I plan to soon",Low,Junior
Brazil,12532.0,In-person,5,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,18649.0,Remote,3,"Employed, full-time",Java;JavaScript;Python;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,4662.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,24243.0,In-person,4,"Employed, full-time",Java;JavaScript;SQL,Yes,Medium,Semi Senior
Brazil,16784.0,In-person,5,"Employed, full-time",Dart;Delphi;Python;SQL,Yes,Low,Semi Senior
Brazil,9847.0,Remote,3,"Employed, full-time",C#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,46995.0,Remote,23,"Employed, full-time;Independent contractor, freelancer, or self-employed",C;C#;C++;JavaScript;Python;SQL,"No, and I don't plan to",Medium,Senior
Brazil,72000.0,Remote,5,"Employed, full-time",Go;HTML/CSS;Java;JavaScript;Python;TypeScript,Yes,High,Semi Senior
Brazil,43638.0,In-person,29,"Employed, full-time",C;C#;C++;Java;PowerShell;Python;VBA;Visual Basic (.Net),"No, but I plan to soon",Medium,Senior
Brazil,7273.0,In-person,3,"Employed, full-time",HTML/CSS;Java;JavaScript;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,167838.0,Remote,9,"Employed, full-time",Bash/Shell (all shells);Clojure;Dart;Python,Yes,High,Senior
Brazil,64338.0,Remote,12,"Employed, full-time",Bash/Shell (all shells);Clojure;Prolog;Python;Scala,Yes,High,Senior
Colombia,54201.0,"Hybrid (some remote, some in-person)",6,"Employed, full-time",Clojure,"No, but I plan to soon",Medium,Semi Senior
Brazil,51470.0,Remote,10,"Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C++;Python;Ruby;Rust;SQL,Yes,Medium,Senior
Colombia,15140.0,"Hybrid (some remote, some in-person)",7,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,Yes,Low,Senior
Mexico,37736.0,Remote,7,"Employed, full-time",Python;SQL,"No, and I don't plan to",Medium,Senior
Peru,4753.0,In-person,1,"Employed, full-time",Dart;HTML/CSS;TypeScript,"No, and I don't plan to",Low,Junior
Argentina,16628.0,Remote,24,"Employed, full-time",Java;JavaScript;SQL,Yes,Low,Senior
Mexico,14016.0,In-person,3,"Employed, full-time",TypeScript,"No, and I don't plan to",Low,Semi Senior
Brazil,60608.0,Remote,10,"Employed, full-time",Bash/Shell (all shells);Clojure;F#;HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,High,Senior
Mexico,113856.0,Remote,13,"Employed, full-time",Clojure,"No, and I don't plan to",High,Senior
Peru,6337.0,"Hybrid (some remote, some in-person)",1,"Employed, full-time;Student, part-time",C#;HTML/CSS;Java;JavaScript;SQL;TypeScript,Yes,Low,Junior
Brazil,46622.0,Remote,8,"Employed, full-time",Clojure;Go,Yes,Medium,Senior
Mexico,32345.0,"Hybrid (some remote, some in-person)",2,"Employed, full-time",Bash/Shell (all shells);C#;JavaScript;Python;SQL;TypeScript,Yes,Medium,Junior
Mexico,32345.0,"Hybrid (some remote, some in-person)",8,"Employed, full-time",Bash/Shell (all shells);C;C++;Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript,"No, but I plan to soon",Medium,Senior
Brazil,48487.0,Remote,6,"Employed, full-time",Clojure;Go;Solidity,Yes,Medium,Semi Senior
Argentina,10000.0,Remote,2,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",C;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,"No, and I don't plan to",Low,Junior
Brazil,7459.0,In-person,2,"Employed, full-time;Student, part-time",C#;SQL;TypeScript;Visual Basic (.Net),Yes,Low,Junior
Mexico,32345.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",Bash/Shell (all shells);C;Lua;MATLAB;Python,Yes,Medium,Semi Senior
Mexico,32238.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Lua;PowerShell;Python;R;SQL,Yes,Medium,Semi Senior
Brazil,3357.0,In-person,Less than 1 year,"Employed, full-time",Delphi;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Yes,Low,Unknown
Argentina,15519.0,In-person,1,"Employed, full-time",C++;HTML/CSS;JavaScript;Python,Yes,Low,Junior
Brazil,7609.0,"Hybrid (some remote, some in-person)",3,"Employed, full-time",Java;JavaScript;SQL;Visual Basic (.Net),Yes,Low,Semi Senior
Chile,51991.0,Remote,12,"Employed, full-time;Independent contractor, freelancer, or self-employed",Python;SQL,"No, but I plan to soon",Medium,Senior
Brazil,27973.0,Remote,5,"Employed, full-time",Bash/Shell (all shells);Python,"No, and I don't plan to",Medium,Semi Senior
Brazil,5595.0,Remote,2,"Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;PHP;Python;SQL,Yes,Low,Junior
Brazil,9654.0,In-person,4,"Employed, full-time",C#;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),"No, and I don't plan to",Low,Semi Senior
Brazil,27973.0,Remote,19,"Employed, full-time;Independent contractor, freelancer, or self-employed",C++;Dart;Java;Kotlin,Yes,Medium,Senior
Brazil,22378.0,In-person,33,"Employed, full-time",Groovy;Python;Rust,"No, and I don't plan to",Medium,Senior
Brazil,37297.0,"Hybrid (some remote, some in-person)",10,"Employed, full-time",Clojure;Go;HTML/CSS;Java;JavaScript;PHP;Python;R;SQL,Yes,Medium,Senior
Brazil,11935.0,"Hybrid (some remote, some in-person)",Less than 1 year,"Employed, full-time",Dart;HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript,Yes,Low,Unknown
Brazil,18649.0,"Hybrid (some remote, some in-person)",10,"Employed, full-time",JavaScript,"No, but I plan to soon",Low,Senior
Brazil,20514.0,In-person,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;HTML/CSS;JavaScript;PHP;SQL,"No, and I don't plan to",Medium,Semi Senior
Argentina,140000.0,Remote,28,"Employed, full-time",Assembly;C;C#;C++;HTML/CSS;Java;JavaScript;Lisp;MATLAB;PowerShell;Python;SQL;TypeScript,Yes,High,Senior
Brazil,19245.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time;Student, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C#;Delphi;Haskell;JavaScript;Lua;MATLAB;PowerShell;Python;SQL;TypeScript,Yes,Low,Semi Senior
Mexico,8086.0,In-person,1,"Employed, full-time",C#;HTML/CSS;JavaScript;PHP;SQL,"No, and I don't plan to",Low,Junior
Brazil,11189.0,Remote,3,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",JavaScript;TypeScript,Yes,Low,Semi Senior
Brazil,4923.0,Remote,2,"Employed, full-time;Independent contractor, freelancer, or self-employed;Student, part-time",HTML/CSS;JavaScript,Yes,Low,Junior
Brazil,82000.0,Remote,11,"Employed, full-time",C#;HTML/CSS;JavaScript;SQL;TypeScript,"No, and I don't plan to",High,Senior
Colombia,16906.0,"Hybrid (some remote, some in-person)",2,"Employed, full-time",HTML/CSS;JavaScript;Python,Yes,Low,Junior
Chile,2708.0,Remote,5,"Employed, full-time",JavaScript;Python;SQL;TypeScript,Yes,Low,Semi Senior
Mexico,10944.0,In-person,2,"Employed, full-time",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL,Yes,Low,Junior
Brazil,9324.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",HTML/CSS;JavaScript;SQL;TypeScript,Yes,Low,Semi Senior
Chile,22096.0,In-person,5,"Employed, full-time",C#;HTML/CSS;JavaScript;SQL;Visual Basic (.Net),"No, but I plan to soon",Medium,Semi Senior
Brazil,5968.0,In-person,3,"Employed, full-time",HTML/CSS;Java;JavaScript;SQL;TypeScript,"No, but I plan to soon",Low,Semi Senior
Argentina,27713.0,Remote,12,"Employed, full-time",C#;GDScript;HTML/CSS;JavaScript;Lua;SQL;TypeScript;Visual Basic (.Net),Yes,Medium,Senior
Peru,4436.0,Remote,Less than 1 year,"Independent contractor, freelancer, or self-employed",HTML/CSS;Java;JavaScript;PHP;Ruby;SQL;TypeScript,Yes,Low,Unknown
Mexico,87979.0,Remote,17,"Employed, full-time",Bash/Shell (all shells);SQL,Yes,High,Senior
Mexico,70082.0,"Hybrid (some remote, some in-person)",10,"Employed, full-time",Assembly;Bash/Shell (all shells);C;C++;Erlang;Go;Lua;Prolog;Python;Rust,"No, and I don't plan to",High,Senior
Brazil,68068.0,"Hybrid (some remote, some in-person)",2,"Employed, full-time",C;Delphi;HTML/CSS;Java;JavaScript;PHP;Python;SQL;VBA,Yes,High,Junior
Brazil,76433.0,Remote,10,"Employed, full-time",Assembly;Bash/Shell (all shells);C;C#;C++;Elixir;GDScript;Go;Haskell;HTML/CSS;Java;JavaScript;Kotlin;Lisp;PowerShell;Python;Ruby;Rust;SQL;TypeScript;Visual Basic (.Net);Zig,Yes,High,Senior
Brazil,11189.0,"Hybrid (some remote, some in-person)",4,"Employed, full-time",Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,"No, but I plan to soon",Low,Semi Senior
Brazil,19022.0,Remote,3,"Employed, full-time",Bash/Shell (all shells);Java;Kotlin;Python;SQL,Yes,Low,Semi Senior
Brazil,48000.0,Remote,24,"Employed, full-time",JavaScript;PHP;SQL,Yes,Medium,Senior
Brazil,27973.0,Remote,4,"Employed, full-time",Bash/Shell (all shells);C;C++;Dart;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Perl;Python;Ruby;Rust;SQL,Yes,Medium,Semi Senior
Brazil,26854.0,Remote,14,"Employed, full-time",HTML/CSS;Java;JavaScript;TypeScript,"No, but I plan to soon",Medium,Senior
Brazil,7459.0,Remote,5,"Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;PHP,Yes,Low,Semi Senior
Brazil,27973.0,Remote,2,"Employed, full-time",Clojure,Yes,Medium,Junior
Brazil,15665.0,Remote,3,"Employed, full-time",Rust;TypeScript,"No, and I don't plan to",Low,Semi Senior
Brazil,27973.0,Remote,3,"Employed, full-time;Independent contractor, freelancer, or self-employed",Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,Medium,Semi Senior
Brazil,35433.0,Remote,6,"Employed, full-time",Python,Yes,Medium,Semi Senior
Brazil,7459.0,Remote,3,"Employed, full-time;Student, part-time",HTML/CSS;JavaScript;PHP;TypeScript,"No, but I plan to soon",Low,Semi Senior
Brazil,4028.0,Remote,2,"Independent contractor, freelancer, or self-employed;Student, part-time",C#;Java;JavaScript;TypeScript,Yes,Low,Junior
Brazil,44354.0,Remote,12,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C++;Kotlin;Python;Scala;TypeScript,Yes,Medium,Senior
Mexico,28033.0,"Hybrid (some remote, some in-person)",6,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;PHP;Python,"No, but I plan to soon",Medium,Semi Senior
Brazil,167838.0,Remote,14,"Employed, full-time;Independent contractor, freelancer, or self-employed",Clojure;Kotlin,"No, and I don't plan to",High,Senior
Argentina,65900.0,Remote,6,"Employed, full-time",HTML/CSS;JavaScript;Python;SQL;TypeScript,Yes,High,Semi Senior
Mexico,31806.0,Remote,4,"Employed, full-time",Java;JavaScript;Kotlin,Yes,Medium,Semi Senior
Mexico,6469.0,Remote,3,"Employed, full-time",HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,"No, but I plan to soon",Low,Semi Senior
Brazil,128000.0,Remote,6,"Employed, full-time",Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,"No, and I don't plan to",High,Semi Senior
Brazil,1678.0,Remote,Less than 1 year,"Not employed, but looking for work;Independent contractor, freelancer, or self-employed",Java;JavaScript;Python;TypeScript,Yes,Low,Unknown
Argentina,3900.0,Remote,Less than 1 year,"Student, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);Java;JavaScript;Kotlin;Python;R,"No, and I don't plan to",Low,Unknown
Argentina,33255.0,Remote,10,"Employed, full-time",Apex;Dart;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;Zephyr,Yes,Medium,Senior
Brazil,85784.0,Remote,7,"Employed, full-time;Independent contractor, freelancer, or self-employed",JavaScript;TypeScript,"No, and I don't plan to",High,Senior
Brazil,5595.0,Remote,3,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;Dart;HTML/CSS;JavaScript;TypeScript,Yes,Low,Semi Senior
Brazil,40001.0,Remote,5,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python,Yes,Medium,Semi Senior
Mexico,3235.0,Remote,2,"Employed, full-time",HTML/CSS;JavaScript;Rust;Swift;TypeScript,Yes,Low,Junior
Brazil,48487.0,"Hybrid (some remote, some in-person)",6,"Employed, full-time",Clojure;Dart;Scala,Yes,Medium,Semi Senior
Brazil,16577.0,Remote,4,"Employed, full-time",Java;Kotlin;Lua;SQL,Yes,Low,Semi Senior
Colombia,45420.0,Remote,15,"Employed, full-time",C#,"No, and I don't plan to",Medium,Senior
Colombia,8559.0,"Hybrid (some remote, some in-person)",2,"Employed, full-time",HTML/CSS;JavaScript,Yes,Low,Junior
Mexico,2911.0,"Hybrid (some remote, some in-person)",15,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;Java;JavaScript;SQL;TypeScript,"No, but I plan to soon",Low,Senior
Mexico,51213.0,"Hybrid (some remote, some in-person)",12,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;C++;Crystal;HTML/CSS;JavaScript;PowerShell;SQL;Visual Basic (.Net),"No, but I plan to soon",Medium,Senior
Brazil,24243.0,Remote,2,"Employed, full-time",Bash/Shell (all shells);Java;JavaScript;SQL,"No, and I don't plan to",Medium,Junior
Brazil,33941.0,Remote,29,"Employed, full-time",Assembly;C;C#;C++;Delphi;F#;HTML/CSS;Java;JavaScript;Lisp;Python;R;SQL;TypeScript;VBA;Visual Basic (.Net),Yes,Medium,Senior
Brazil,190000.0,Remote,22,"Independent contractor, freelancer, or self-employed;Employed, part-time",Bash/Shell (all shells);C;C++;Clojure;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Zephyr,"No, but I plan to soon",High,Senior
Colombia,51173.0,Remote,10,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,Yes,Medium,Senior
Brazil,44757.0,In-person,22,"Employed, full-time",C++;Delphi;HTML/CSS;JavaScript;TypeScript,"No, and I don't plan to",Medium,Senior
Brazil,7385.0,"Hybrid (some remote, some in-person)",5,"Employed, full-time",C#;Dart;SQL;VBA;Visual Basic (.Net),Yes,Low,Semi Senior
Brazil,70368.0,Remote,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Yes,High,Semi Senior
Brazil,3384.0,In-person,Less than 1 year,"Employed, full-time;Student, part-time",C;GDScript;HTML/CSS;JavaScript;PHP;Python;SQL,Yes,Low,Unknown
Brazil,120379.0,Remote,15,"Employed, full-time",Swift,"No, and I don't plan to",High,Senior
Brazil,25735.0,Remote,14,"Independent contractor, freelancer, or self-employed",Delphi;Groovy;Java;JavaScript;PHP;TypeScript,"No, but I plan to soon",Medium,Senior
Brazil,14919.0,Remote,8,"Employed, full-time",C;HTML/CSS;Java;JavaScript;PHP;TypeScript,Yes,Low,Senior
Brazil,10070.0,Remote,2,"Employed, full-time;Student, part-time",HTML/CSS;JavaScript;PHP;SQL;TypeScript,Yes,Low,Junior
Argentina,14400.0,Remote,2,"Employed, full-time",Bash/Shell (all shells);Python;SQL,Yes,Low,Junior
Argentina,20000.0,"Hybrid (some remote, some in-person)",1,"Employed, full-time",HTML/CSS;JavaScript;SQL;TypeScript,Yes,Medium,Junior
Brazil,63033.0,"Hybrid (some remote, some in-person)",17,"Employed, full-time",Bash/Shell (all shells);Go;JavaScript;Python,"No, and I don't plan to",High,Senior
Brazil,52216.0,Remote,14,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;Go;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript,Yes,Medium,Senior
Brazil,46622.0,Remote,16,"Employed, full-time",Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript;VBA;Visual Basic (.Net),"No, but I plan to soon",Medium,Senior
Brazil,18276.0,Remote,3,"Employed, full-time",HTML/CSS;JavaScript;PHP;TypeScript,"No, and I don't plan to",Low,Semi Senior
Mexico,32345.0,Remote,6,"Employed, full-time;Independent contractor, freelancer, or self-employed",C#;Dart;Go;HTML/CSS;JavaScript;SQL;TypeScript;VBA,Yes,Medium,Semi Senior
Brazil,18649.0,Remote,15,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Yes,Low,Senior
Chile,22746.0,Remote,3,"Employed, full-time",Python;SQL,"No, and I don't plan to",Medium,Semi Senior
Brazil,9324.0,Remote,4,"Employed, full-time",HTML/CSS;Java;SQL;TypeScript,Yes,Low,Semi Senior
Brazil,9063.0,In-person,3,"Employed, full-time",C#;C++;HTML/CSS;Java;JavaScript;Objective-C;PHP;SQL,"No, but I plan to soon",Low,Semi Senior
Brazil,44757.0,In-person,15,"Employed, full-time;Independent contractor, freelancer, or self-employed",Bash/Shell (all shells);C;C++;Java;SQL,"No, but I plan to soon",Medium,Senior
Brazil,42519.0,Remote,8,"Employed, full-time",Bash/Shell (all shells);Java;Python;SQL,Yes,Medium,Senior
Brazil,28197.0,In-person,17,"Employed, full-time",Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;SQL;TypeScript,Yes,Medium,Senior
Argentina,8314.0,In-person,5,"Employed, full-time;Independent contractor, freelancer, or self-employed",HTML/CSS;JavaScript;PHP;SQL;VBA,"No, but I plan to soon",Low,Semi Senior
Brazil,67135.0,Remote,15,"Employed, full-time",C#;F#;Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript,"No, and I don't plan to",High,Senior
Brazil,24243.0,In-person,8,"Employed, full-time",JavaScript;PHP;SQL,Yes,Medium,Senior
